hodges_list,p_no,preferred_name,date,verbatim_name
9403,932749.5,Viridiseptis marina (Grote),2018-04-23,Viridiseptis marina (Grt.)
9403,932749.5,Viridiseptis marina (Grote),2018-05-08,Viridiseptis marina (Grt.)
9403,932749.5,Viridiseptis marina (Grote),2018-05-25,Viridiseptis marina (Grt.)
9403,932749.5,Viridiseptis marina (Grote),2018-06-11,Viridiseptis marina (Grt.)
9455,932452,"""Amphipoea"" lunata (Smith)",2018-06-11,Amphipoea lunata (Smith)
9529,932628,Aseptis perfumosa (Hampson),2018-04-09,Aseptis perfumosa (Hamp.)
9529,932628,Aseptis perfumosa (Hampson),2018-04-23,Aseptis perfumosa (Hamp.)
9529,932628,Aseptis perfumosa (Hampson),2018-05-08,Aseptis perfumosa (Hamp.)
9529,932628,Aseptis perfumosa (Hampson),2018-06-11,Aseptis perfumosa (Hamp.)
9532,932634,Aseptis binotata (Walker),2018-04-23,Aseptis binotata (Wlk.)
9532,932634,Aseptis binotata (Walker),2018-05-08,Aseptis binotata (Wlk.)
9532,932634,Aseptis binotata (Walker),2018-05-25,Aseptis binotata (Wlk.)
9535,932648.5,Paraseptis adnixa (Grote),2018-04-09,Paraseptis adnixa (Grote)
9535,932648.5,Paraseptis adnixa (Grote),2018-04-23,Paraseptis adnixa (Grote)
9531.1,932631,Aseptis fanatica Mustelin,2018-05-25,Aseptis fanatica Mustelin
9545,932290,Euplexia benesimilis McDunnough,2018-04-09,Euplexia benesimilis McD.
9588,932249.41,Properigea albimacula (Barnes & McDunnough),2018-07-09,Properigea albimacula (B. & McD.)
9588,932249.41,Properigea albimacula (Barnes & McDunnough),2018-07-26,Properigea albimacula (B. & McD.)
9588,932249.41,Properigea albimacula (Barnes & McDunnough),2018-08-22,Properigea albimacula (B. & McD.)
9588,932249.41,Properigea albimacula (Barnes & McDunnough),2018-09-10,Properigea albimacula (B. & McD.)
9594,932249.47,Properigea suffusa (Barnes & McDunnough),2018-09-10,Properigea suffusa (B. & McD.)
9594,932249.47,Properigea suffusa (Barnes & McDunnough),2018-09-25,Properigea suffusa (B. & McD.)
9600,932249.63,Pseudobryomima fallax (Hampson),2018-03-07,Pseudobryomima fallax (Hamp.)
9600,932249.63,Pseudobryomima fallax (Hampson),2018-04-09,Pseudobryomima fallax (Hamp.)
9600,932249.63,Pseudobryomima fallax (Hampson),2018-04-23,Pseudobryomima fallax (Hamp.)
9600,932249.63,Pseudobryomima fallax (Hampson),2018-06-11,Pseudobryomima fallax (Hamp.)
9600,932249.63,Pseudobryomima fallax (Hampson),2018-09-25,Pseudobryomima fallax (Hamp.)
9600,932249.63,Pseudobryomima fallax (Hampson),2018-10-11,Pseudobryomima fallax (Hamp.)
9600,932249.63,Pseudobryomima fallax (Hampson),2018-10-25,Pseudobryomima fallax (Hamp.)
9600,932249.63,Pseudobryomima fallax (Hampson),2018-11-07,Pseudobryomima fallax (Hamp.)
9600,932249.63,Pseudobryomima fallax (Hampson),2018-12-20,Pseudobryomima fallax (Hamp.)
9638,931544,Amphipyra pyramidoides Guenée,2018-10-25,Amphipyra pyramidoides Guenee
9643,932251,Caradrina posticata (Harvey),2018-09-25,Protoperigea posticata (Harvey)
9648,932267,Proxenus mindara Barnes & McDunnough and/or P. miranda (Grote),2018-03-28,Proxenus mindara B. & McD.
9648,932267,Proxenus mindara Barnes & McDunnough and/or P. miranda (Grote),2018-07-09,Proxenus mindara B. & McD.
9648,932267,Proxenus mindara Barnes & McDunnough and/or P. miranda (Grote),2018-09-10,Proxenus mindara B. & McD.
9665,932215,Spodoptera exigua (Hübner),2018-07-09,Spodoptera exigua (Huebner)
9665,932215,Spodoptera exigua (Hübner),2018-08-22,Spodoptera exigua (Huebner)
9665,932215,Spodoptera exigua (Hübner),2018-09-10,Spodoptera exigua (Huebner)
9665,932215,Spodoptera exigua (Hübner),2018-09-25,Spodoptera exigua (Huebner)
9665,932215,Spodoptera exigua (Hübner),2018-10-11,Spodoptera exigua (Huebner)
9665,932215,Spodoptera exigua (Hübner),2018-10-25,Spodoptera exigua (Huebner)
9665,932215,Spodoptera exigua (Hübner),2018-11-07,Spodoptera exigua (Huebner)
9667,932217,Spodoptera praefica (Grote),2018-09-25,Spodoptera praefica (Grote)
9694,931993,Condica mersa (Morrison),2018-03-07,Condica mersa (Morr.) was lunata
9694,931993,Condica mersa (Morrison),2018-03-28,Condica mersa (Morr.) was lunata
9694,931993,Condica mersa (Morrison),2018-04-09,Condica mersa (Morr.) was lunata
9815,932672,Cosmia calami (Harvey),2018-05-25,Cosmia calami (Harvey)
9815,932672,Cosmia calami (Harvey),2018-06-11,Cosmia calami (Harvey)
9816,932673,Zotheca tranquilla Grote,2018-05-08,Zotheca tranquilla Grote
9816,932673,Zotheca tranquilla Grote,2018-06-11,Zotheca tranquilla Grote
9953,932610,Mesogona olivata (Harvey),2018-10-11,Mesogona olivata (Harv.)
9953,932610,Mesogona olivata (Harvey),2018-10-25,Mesogona olivata (Harv.)
9954,932613,Agrochola purpurea (Grote),2018-11-07,Agrochola purpurea (Grote)
9954,932613,Agrochola purpurea (Grote),2018-12-20,Agrochola purpurea (Grote)
10009,931565,Feralia februalis Grote,2018-01-31,Feralia februalis Grote
10009,931565,Feralia februalis Grote,2018-02-15,Feralia februalis Grote
10009,931565,Feralia februalis Grote,2018-03-07,Feralia februalis Grote
10015,931554,Psaphida damalis (Grote),2018-03-07,Psaphida damalis (Grt.)
10027,931777,Pleromelloida conserta (Grote),2018-03-07,Pleromelloida conserta (Grote)
10178,931775,Behrensia conchiformis Grote,2018-01-31,Behrensia conchiformis Grt.
10209,931529,Cucullia eulepis (Grote),2018-07-09,Cucullia eulepis (Grote)
10209,931529,Cucullia eulepis (Grote),2018-08-22,Cucullia eulepis (Grote)
10371,933018,Lacinipolia cuneata (Grote),2018-04-09,Lacinipolia cuneata (Grt.)
10371,933018,Lacinipolia cuneata (Grote),2018-04-23,Lacinipolia cuneata (Grt.)
10371,933018,Lacinipolia cuneata (Grote),2018-05-08,Lacinipolia cuneata (Grt.)
10371,933018,Lacinipolia cuneata (Grote),2018-05-25,Lacinipolia cuneata (Grt.)
10395.200000000001,933042.3,Lacinipolia dimocki Schmidt,2018-05-08,Lacinipolia dimocki Schmidt
10395.200000000001,933042.3,Lacinipolia dimocki Schmidt,2018-07-09,Lacinipolia dimocki Schmidt
10415,933069,Lacinipolia strigicollis (Wallengren),2018-06-11,Lacinipolia strigicollis (Wallgr.)
10415,933069,Lacinipolia strigicollis (Wallengren),2018-07-09,Lacinipolia strigicollis (Wallgr.)
10415,933069,Lacinipolia strigicollis (Wallengren),2018-07-26,Lacinipolia strigicollis (Wallgr.)
10415,933069,Lacinipolia strigicollis (Wallengren),2018-08-22,Lacinipolia strigicollis (Wallgr.)
10415,933069,Lacinipolia strigicollis (Wallengren),2018-09-10,Lacinipolia strigicollis (Wallgr.)
10415,933069,Lacinipolia strigicollis (Wallengren),2018-09-25,Lacinipolia strigicollis (Wallgr.)
10415,933069,Lacinipolia strigicollis (Wallengren),2018-10-11,Lacinipolia strigicollis (Wallgr.)
10422,933075,Lacinipolia quadrilineata (Grote),2018-03-07,Lacinipolia quadrilineata (Grt.)
10422,933075,Lacinipolia quadrilineata (Grote),2018-03-28,Lacinipolia quadrilineata (Grt.)
10422,933075,Lacinipolia quadrilineata (Grote),2018-04-09,Lacinipolia quadrilineata (Grt.)
10422,933075,Lacinipolia quadrilineata (Grote),2018-04-23,Lacinipolia quadrilineata (Grt.)
10422,933075,Lacinipolia quadrilineata (Grote),2018-05-08,Lacinipolia quadrilineata (Grt.)
10422,933075,Lacinipolia quadrilineata (Grote),2018-06-11,Lacinipolia quadrilineata (Grt.)
10422,933075,Lacinipolia quadrilineata (Grote),2018-07-09,Lacinipolia quadrilineata (Grt.)
10422,933075,Lacinipolia quadrilineata (Grote),2018-07-26,Lacinipolia quadrilineata (Grt.)
10422,933075,Lacinipolia quadrilineata (Grote),2018-09-10,Lacinipolia quadrilineata (Grt.)
10422,933075,Lacinipolia quadrilineata (Grote),2018-09-25,Lacinipolia quadrilineata (Grt.)
10422,933075,Lacinipolia quadrilineata (Grote),2018-10-25,Lacinipolia quadrilineata (Grt.)
10438,932935,Mythimna unipuncta (Haworth),2018-10-11,Mythimna unipuncta (Haw.)
10451,932952,Leucania oaxacana Schaus,2018-04-23,Leucania oaxacana Schaus
10451,932952,Leucania oaxacana Schaus,2018-09-10,Leucania oaxacana Schaus
10451,932952,Leucania oaxacana Schaus,2018-09-25,Leucania oaxacana Schaus
10464,932750,Perigonica tertia Dyar,2018-04-09,Perigonica tertia Dyar
10468,932753,Perigonica angulata Smith,2018-03-28,Perigonica angulata Smith
10470,932755,Acerra normalis Grote,2018-03-07,Acerra normalis Grote
10474,932759,Stretchia pacifica (McDunnough),2018-01-31,Stretchia pacifica McD.
10480,932765,Orthosia praeses (Grote),2018-03-07,Orthosia praeses (Grote)
10480,932765,Orthosia praeses (Grote),2018-12-20,Orthosia praeses (Grote)
10482,932767,Orthosia ferrigera (Smith),2018-03-07,Orthosia ferrigera (Smith)
10485,932769,Orthosia behrensiana (Grote),2018-03-07,Orthosia behrensiana (Grote)
10494,932777,Orthosia pacifica (Harvey),2018-01-31,Orthosia pacifica (Harvey)
10494,932777,Orthosia pacifica (Harvey),2018-02-15,Orthosia pacifica (Harvey)
10494,932777,Orthosia pacifica (Harvey),2018-03-07,Orthosia pacifica (Harvey)
10495,932778,Orthosia hibisci (Guenée),2018-01-31,Orthosia hibisci (Gn.)
10495,932778,Orthosia hibisci (Guenée),2018-02-15,Orthosia hibisci (Gn.)
10495,932778,Orthosia hibisci (Guenée),2018-03-07,Orthosia hibisci (Gn.)
10495,932778,Orthosia hibisci (Guenée),2018-03-28,Orthosia hibisci (Gn.)
10495,932778,Orthosia hibisci (Guenée),2018-04-09,Orthosia hibisci (Gn.)
10495,932778,Orthosia hibisci (Guenée),2018-12-20,Orthosia hibisci (Gn.)
10505,932788,Egira hiemalis (Grote),2018-01-31,Egira hiemalis (Grote)
10505,932788,Egira hiemalis (Grote),2018-02-15,Egira hiemalis (Grote)
10505,932788,Egira hiemalis (Grote),2018-03-07,Egira hiemalis (Grote)
10505,932788,Egira hiemalis (Grote),2018-03-28,Egira hiemalis (Grote)
10505,932788,Egira hiemalis (Grote),2018-12-20,Egira hiemalis (Grote)
10508,932791,Egira crucialis (Harvey),2018-02-15,Egira crucialis (Harvey)
10508,932791,Egira crucialis (Harvey),2018-03-07,Egira crucialis (Harvey)
10508,932791,Egira crucialis (Harvey),2018-03-28,Egira crucialis (Harvey)
10508,932791,Egira crucialis (Harvey),2018-04-09,Egira crucialis (Harvey)
10510,932793,Egira februalis (Barnes & McDunnough),2018-03-07,Egira februalis (B. & McD.)
10511,932794,Egira curialis (Grote),2018-01-31,Egira curialis (Grote)
10511,932794,Egira curialis (Grote),2018-02-15,Egira curialis (Grote)
10511,932794,Egira curialis (Grote),2018-03-07,Egira curialis (Grote)
10511,932794,Egira curialis (Grote),2018-03-28,Egira curialis (Grote)
10511,932794,Egira curialis (Grote),2018-04-09,Egira curialis (Grote)
10511,932794,Egira curialis (Grote),2018-04-23,Egira curialis (Grote)
10514,932796,Egira rubrica (Harvey),2018-04-09,Egira rubrica (Harv.)
10514,932796,Egira rubrica (Harvey),2018-04-23,Egira rubrica (Harv.)
10515,932797,Egira perlubens (Grote),2018-04-09,Egira perlubens (Grote)
10559,933115.5,Trichopolia alfkenii (Grote),2018-08-22,Protorthodes alfkenii (Grote)
10559,933115.5,Trichopolia alfkenii (Grote),2018-09-10,Protorthodes alfkenii (Grote)
10559,933115.5,Trichopolia alfkenii (Grote),2018-09-25,Protorthodes alfkenii (Grote)
10607,933163,Zosteropoda hirtipes Grote,2018-07-09,Zosteropoda hirtipes Grote
10607,933163,Zosteropoda hirtipes Grote,2018-09-10,Zosteropoda hirtipes Grote
10663,933528,Agrotis ipsilon (Huffnagel),2018-09-25,Agrotis ipsilon (Hufn.)
10745,933370,Euxoa tocoyae (Smith),2018-03-07,Euxoa tocoyae (Smith)
10745,933370,Euxoa tocoyae (Smith),2018-04-09,Euxoa tocoyae (Smith)
10787,933415,Euxoa brunneigera (Grt.) and/or infausta (Walker),2018-04-09,Euxoa brunneigera (Grt.) [and/or infausta]
10787,933415,Euxoa brunneigera (Grt.) and/or infausta (Walker),2018-05-25,Euxoa brunneigera (Grt.) [and/or infausta]
10787,933415,Euxoa brunneigera (Grt.) and/or infausta (Walker),2018-06-11,Euxoa brunneigera (Grt.) [and/or infausta]
10915,933211,Peridroma saucia (Hübner),2018-03-07,Peridroma saucia (Huebner)
10915,933211,Peridroma saucia (Hübner),2018-04-09,Peridroma saucia (Huebner)
10972,933581,Xestia infimatis (Grote),2018-09-25,Xestia infimatis (Grote)
10972,933581,Xestia infimatis (Grote),2018-10-11,Xestia infimatis (Grote)
10972,933581,Xestia infimatis (Grote),2018-10-25,Xestia infimatis (Grote)
10972.1,933582,Xestia finatimis Lafontaine,2018-09-25,Xestia finatimis Lafontaine
10991,933641,Adelphagrotis indeterminata (Walker),2018-09-10,Adelphagrotis indeterminata  (Wlk.)
10991,933641,Adelphagrotis indeterminata (Walker),2018-09-25,Adelphagrotis indeterminata  (Wlk.)
10991,933641,Adelphagrotis indeterminata (Walker),2018-10-11,Adelphagrotis indeterminata  (Wlk.)
11003.1,933551,Noctua pronuba (Linnaeus),2018-05-08,Noctua pronuba L.
11003.1,933551,Noctua pronuba (Linnaeus),2018-09-25,Noctua pronuba L.
11003.1,933551,Noctua pronuba (Linnaeus),2018-10-11,Noctua pronuba L.
11003.1,933551,Noctua pronuba (Linnaeus),2018-10-25,Noctua pronuba L.
11003.1,933551,Noctua pronuba (Linnaeus),2018-11-07,Noctua pronuba L.
11014,933651,Abagrotis kirkwoodi Buckett,2018-09-10,Abagrotis kirkwoodi Buckett
11018,933653,Abagrotis trigona (Smith),2018-07-26,Abagrotis trigona (Smith)
11018,933653,Abagrotis trigona (Smith),2018-09-10,Abagrotis trigona (Smith)
11018,933653,Abagrotis trigona (Smith),2018-09-25,Abagrotis trigona (Smith)
11028,933677,Abagrotis baueri McDunnough,2018-10-25,Abagrotis baueri McD.
11047.1,933643,Parabagrotis formalis (Grote),2018-03-07,Parabagrotis formalis (Grote)
11047.1,933643,Parabagrotis formalis (Grote),2018-04-09,Parabagrotis formalis (Grote)
11047.1,933643,Parabagrotis formalis (Grote),2018-04-23,Parabagrotis formalis (Grote)
11047.1,933643,Parabagrotis formalis (Grote),2018-05-08,Parabagrotis formalis (Grote)
11047.1,933643,Parabagrotis formalis (Grote),2018-09-25,Parabagrotis formalis (Grote)
11047.1,933643,Parabagrotis formalis (Grote),2018-10-11,Parabagrotis formalis (Grote)
11047.1,933643,Parabagrotis formalis (Grote),2018-10-25,Parabagrotis formalis (Grote)
11047.1,933643,Parabagrotis formalis (Grote),2018-11-07,Parabagrotis formalis (Grote)
11048,933644,Parabagrotis insularis (Grote),2018-04-23,Parabagrotis insularis (Grt.)
11048,933644,Parabagrotis insularis (Grote),2018-05-08,Parabagrotis insularis (Grt.)
11048,933644,Parabagrotis insularis (Grote),2018-05-25,Parabagrotis insularis (Grt.)
11048,933644,Parabagrotis insularis (Grote),2018-06-11,Parabagrotis insularis (Grt.)
11048,933644,Parabagrotis insularis (Grote),2018-07-09,Parabagrotis insularis (Grt.)
11048,933644,Parabagrotis insularis (Grote),2018-09-10,Parabagrotis insularis (Grt.)
11048,933644,Parabagrotis insularis (Grote),2018-09-25,Parabagrotis insularis (Grt.)
11048,933644,Parabagrotis insularis (Grote),2018-10-11,Parabagrotis insularis (Grt.)
11048,933644,Parabagrotis insularis (Grote),2018-10-25,Parabagrotis insularis (Grt.)
11048,933644,Parabagrotis insularis (Grote),2018-11-07,Parabagrotis insularis (Grt.)
4582.1000000000004,77a0917,Coenonympha california Westwood,2018-07-09,Coenonympha california Westwood
102A,NA,Stigmella sp. 1 (tan) (=Davis sp. 3?),2019-09-12,Stigmella sp. 1 (tan)
102A,NA,Stigmella sp. 1 (tan) (=Davis sp. 3?),2019-09-25,Stigmella sp. 1 (tan)
102A,NA,Stigmella sp. 1 (tan) (=Davis sp. 3?),2019-10-15,Stigmella sp. 1 (tan)
102A,NA,Stigmella sp. 1 (tan) (=Davis sp. 3?),2019-11-18,Stigmella sp. 1 (tan)
102B,NA,Stigmella sp. 2 (gray/white submarg band),2019-06-10,Stigmella sp. 2 (gray/white submarg band)
127,23a0034,Coptotriche mediostriata (Braun) or similar species,2019-06-24,"Coptotriche mediostriata? [was Bucculatrix sp. 5 (tawny, same as Davis #1)]"
127,23a0034,Coptotriche mediostriata (Braun) or similar species,2019-07-17,"Coptotriche mediostriata? [was Bucculatrix sp. 5 (tawny, same as Davis #1)]"
127,23a0034,Coptotriche mediostriata (Braun) or similar species,2019-08-14,"Coptotriche mediostriata? [was Bucculatrix sp. 5 (tawny, same as Davis #1)]"
209.1,NA,"incurvariid A, unident. gen. & sp.",2019-10-15,"incurvariid A, unident. gen. & sp."
275.10000000000002,300121.1,Nemapogon sp. 1,2019-09-12,Nemapogon sp. nr. arcella
275.10000000000002,300121.1,Nemapogon sp. 1,2019-10-15,Nemapogon sp. nr. arcella
326C,NA,"Tineid sp. C (mottled dark and lt. gray, somewhat larger than sp. B)",2019-06-24,"Tineid sp. C (mottled dark and lt. gray, somewhat larger than sp. B)"
337.2,300103.2,Amydria sp. (one of the two above) (not identified),2019-06-24,Any of the above 2 spp. (unident.)
337.2,300103.2,Amydria sp. (one of the two above) (not identified),2019-08-14,Any of the above 2 spp. (unident.)
337.2,300103.2,Amydria sp. (one of the two above) (not identified),2019-10-24,Any of the above 2 spp. (unident.)
337.1,300103.1,Acrolophid n. gen. (nr. Amydria) n. sp.,2019-07-17,"Acrolophid n. gen., n. sp."
337.1,300103.1,Acrolophid n. gen. (nr. Amydria) n. sp.,2019-08-14,"Acrolophid n. gen., n. sp."
337.1,300103.1,Acrolophid n. gen. (nr. Amydria) n. sp.,2019-09-12,"Acrolophid n. gen., n. sp."
357,300075.5,Acrolophus kearfotti (Dyar),2019-06-24,Acrolophus kearfotti (Dyar)
357,300075.5,Acrolophus kearfotti (Dyar),2019-07-17,Acrolophus kearfotti (Dyar)
357,300075.5,Acrolophus kearfotti (Dyar),2019-08-14,Acrolophus kearfotti (Dyar)
359,300079,Acrolophus laticapitana (Walsingham),2019-06-24,Acrolophus laticapitanus (Wlsm.)
359,300079,Acrolophus laticapitana (Walsingham),2019-07-17,Acrolophus laticapitanus (Wlsm.)
403,300155,Tinea occidentella Chambers,2019-04-23,Tinea occidentella Cham.
403,300155,Tinea occidentella Chambers,2019-05-23,Tinea occidentella Cham.
403,300155,Tinea occidentella Chambers,2019-06-10,Tinea occidentella Cham.
405,300157,Tinea pellionella (Linnaeus) and/or similar species,2019-04-23,Tinea (?)pelionella (L.)
405,300157,Tinea pellionella (Linnaeus) and/or similar species,2019-06-10,Tinea (?)pelionella (L.)
425,300179,Elatobia carbonella (Dietz),2019-06-10,Elatobia ?carbonella Dietz
425,300179,Elatobia carbonella (Dietz),2019-09-25,Elatobia ?carbonella Dietz
466,36a0002,Bedellia somnulentella (Zeller),2019-04-23,Bedellia somnulentella (Zell.)
466,36a0002,Bedellia somnulentella (Zeller),2019-06-10,Bedellia somnulentella (Zell.)
466,36a0002,Bedellia somnulentella (Zeller),2019-06-24,Bedellia somnulentella (Zell.)
466,36a0002,Bedellia somnulentella (Zeller),2019-10-15,Bedellia somnulentella (Zell.)
581B,NA,Bucculatrix sp. 1 (white w/ocher bands),2019-05-09,Bucculatrix sp. 1 (white w/ocher bands)
550,33a0070,Buccuclatrix albertiella Busck or similar species,2019-06-10,Bucculatrix sp. 2 (albertiella?)
550,33a0070,Buccuclatrix albertiella Busck or similar species,2019-06-24,Bucculatrix sp. 2 (albertiella?)
550,33a0070,Buccuclatrix albertiella Busck or similar species,2019-08-14,Bucculatrix sp. 2 (albertiella?)
550,33a0070,Buccuclatrix albertiella Busck or similar species,2019-09-25,Bucculatrix sp. 2 (albertiella?)
630B,33a0214.1,Caloptilia sp./spp. B,2019-06-10,Caloptilia sp./spp. B (brown with gray costa)
630B,33a0214.1,Caloptilia sp./spp. B,2019-07-17,Caloptilia sp./spp. B (brown with gray costa)
630B,33a0214.1,Caloptilia sp./spp. B,2019-10-24,Caloptilia sp./spp. B (brown with gray costa)
697A,NA,Acrocercops sp. (host: Quercus),2019-05-23,Acrocercops sp. (Quercus sp.)
896,59a0109,Agonopterix posticella (Walsingham),2019-05-23,Agonopterix posticella (Wlsm.)
896,59a0109,Agonopterix posticella (Walsingham),2019-06-24,Agonopterix posticella (Wlsm.)
896,59a0109,Agonopterix posticella (Walsingham),2019-07-17,Agonopterix posticella (Wlsm.)
979,59a0186,Ethmia arctostaphylella (Walsingham),2019-03-04,Ethmia arctostaphylella (Wlsm.)
979,59a0186,Ethmia arctostaphylella (Walsingham),2019-04-10,Ethmia arctostaphylella (Wlsm.)
979,59a0186,Ethmia arctostaphylella (Walsingham),2019-04-23,Ethmia arctostaphylella (Wlsm.)
979,59a0186,Ethmia arctostaphylella (Walsingham),2019-06-10,Ethmia arctostaphylella (Wlsm.)
979,59a0186,Ethmia arctostaphylella (Walsingham),2019-06-24,Ethmia arctostaphylella (Wlsm.)
979,59a0186,Ethmia arctostaphylella (Walsingham),2019-07-17,Ethmia arctostaphylella (Wlsm.)
979,59a0186,Ethmia arctostaphylella (Walsingham),2019-08-14,Ethmia arctostaphylella (Wlsm.)
979,59a0186,Ethmia arctostaphylella (Walsingham),2019-09-12,Ethmia arctostaphylella (Wlsm.)
979,59a0186,Ethmia arctostaphylella (Walsingham),2019-09-25,Ethmia arctostaphylella (Wlsm.)
980,59a0187,Ethmia discostrigella (Chambers),2019-04-10,Ethmia discostrigella (Cham.)
980,59a0187,Ethmia discostrigella (Chambers),2019-04-23,Ethmia discostrigella (Cham.)
980,59a0187,Ethmia discostrigella (Chambers),2019-05-09,Ethmia discostrigella (Cham.)
980,59a0187,Ethmia discostrigella (Chambers),2019-05-23,Ethmia discostrigella (Cham.)
980,59a0187,Ethmia discostrigella (Chambers),2019-06-24,Ethmia discostrigella (Cham.)
980,59a0187,Ethmia discostrigella (Chambers),2019-07-17,Ethmia discostrigella (Cham.)
980,59a0187,Ethmia discostrigella (Chambers),2019-08-14,Ethmia discostrigella (Cham.)
980,59a0187,Ethmia discostrigella (Chambers),2019-09-25,Ethmia discostrigella (Cham.)
1045,59a0040,Decantha stonda Hodges,2019-06-10,Decantha stonda Hodges
1045,59a0040,Decantha stonda Hodges,2019-10-24,Decantha stonda Hodges
1133,59a0006,Symmoca signatella (Herrich-Schäffer),2019-06-10,Symmoca signatella (H.-S.)
1133,59a0006,Symmoca signatella (Herrich-Schäffer),2019-08-14,Symmoca signatella (H.-S.)
1140x,59a1809.9,unidentified blastobasid sp. or spp.,2019-04-23,"blastobasine (misc., not retained)"
1140x,59a1809.9,unidentified blastobasid sp. or spp.,2019-05-09,"blastobasine (misc., not retained)"
1140x,59a1809.9,unidentified blastobasid sp. or spp.,2019-05-23,"blastobasine (misc., not retained)"
1140x,59a1809.9,unidentified blastobasid sp. or spp.,2019-06-10,"blastobasine (misc., not retained)"
1140x,59a1809.9,unidentified blastobasid sp. or spp.,2019-06-24,"blastobasine (misc., not retained)"
1140x,59a1809.9,unidentified blastobasid sp. or spp.,2019-07-17,"blastobasine (misc., not retained)"
1140x,59a1809.9,unidentified blastobasid sp. or spp.,2019-09-12,"blastobasine (misc., not retained)"
1140x,59a1809.9,unidentified blastobasid sp. or spp.,2019-09-25,"blastobasine (misc., not retained)"
1140x,59a1809.9,unidentified blastobasid sp. or spp.,2019-10-15,"blastobasine (misc., not retained)"
1140x,59a1809.9,unidentified blastobasid sp. or spp.,2019-10-24,"blastobasine (misc., not retained)"
1140x,59a1809.9,unidentified blastobasid sp. or spp.,2019-11-18,"blastobasine (misc., not retained)"
1259,59a1561.1,Coleophora discostriata Walsingham,2019-06-10,Coleophora discostriata Wlsm. (was sp. #2)
1259,59a1561.1,Coleophora discostriata Walsingham,2019-06-24,Coleophora discostriata Wlsm. (was sp. #2)
1259,59a1561.1,Coleophora discostriata Walsingham,2019-07-17,Coleophora discostriata Wlsm. (was sp. #2)
1289,59a1510.1,Coleophora accordella Walsingham,2019-05-09,Coleophora accordella Wlsm.
1289,59a1510.1,Coleophora accordella Walsingham,2019-05-23,Coleophora accordella Wlsm.
1289,59a1510.1,Coleophora accordella Walsingham,2019-06-10,Coleophora accordella Wlsm.
1289,59a1510.1,Coleophora accordella Walsingham,2019-06-24,Coleophora accordella Wlsm.
1289,59a1510.1,Coleophora accordella Walsingham,2019-07-17,Coleophora accordella Wlsm.
1289,59a1510.1,Coleophora accordella Walsingham,2019-08-14,Coleophora accordella Wlsm.
1458A,NA,Mompha sp. #1 (blk w/wh. bands),2019-07-17,Mompha sp. #1 (blk w/wh. bands)
1458B,NA,Mompha sp. #2 (Host: Epilobium canum  =sp. #1?),2019-09-25,Mompha sp. #2
1531,59a0417,Anoncia sphacelina (Keifer),2019-06-24,Anoncia sphacelina (Keifer)
1532,59a0418,Anoncia fasciata (Walsingham),2019-06-10,Anoncia fasciata (Wlsm.)
1532,59a0418,Anoncia fasciata (Walsingham),2019-06-24,Anoncia fasciata (Wlsm.)
1593,59a0299,Stilbosis dulcedo (Hodges),2019-08-14,Stilbosis dulcedo (Hodges)
1615,59a0321,Walshia miscecolorella (Chambers),2019-09-12,Walshia miscecolorella (Chambers)
1615,59a0321,Walshia miscecolorella (Chambers),2019-09-25,Walshia miscecolorella (Chambers)
1615,59a0321,Walshia miscecolorella (Chambers),2019-10-15,Walshia miscecolorella (Chambers)
1615,59a0321,Walshia miscecolorella (Chambers),2019-10-24,Walshia miscecolorella (Chambers)
1705.1,NA,Isophrictis sp. 1 (gray),2019-05-09,Isophrictis sp. 1 (gray)
1764B,59a0673.2,Aristotelia sp. 2,2019-06-24,Aristotelia ?adenostomae Keif. [sp. 2]
1764B,59a0673.2,Aristotelia sp. 2,2019-09-25,Aristotelia ?adenostomae Keif. [sp. 2]
1764B,59a0673.2,Aristotelia sp. 2,2019-11-18,Aristotelia ?adenostomae Keif. [sp. 2]
1730,59a0643,Aristotelia argentifera Busck,2019-05-23,Aristotelia argentifera Bsk. [sp. 8]
1764D,59a0673.4,Aristotelia sp. 4,2019-06-10,Aristotelia ?urbaurea Keif. [sp. 4]
1769,59a1170.6,Agnippe laudatella (Walsingham),2019-04-23,Agnippe laudatella (Wlsm.)
1769,59a1170.6,Agnippe laudatella (Walsingham),2019-05-09,Agnippe laudatella (Wlsm.)
1769,59a1170.6,Agnippe laudatella (Walsingham),2019-06-24,Agnippe laudatella (Wlsm.)
1769,59a1170.6,Agnippe laudatella (Walsingham),2019-07-17,Agnippe laudatella (Wlsm.)
1769,59a1170.6,Agnippe laudatella (Walsingham),2019-09-12,Agnippe laudatella (Wlsm.)
1786X,59a0704.9,Recurvaria n. sp.,2019-06-10,"Recurvaria ""glinax"" Hodges MS."
1786X,59a0704.9,Recurvaria n. sp.,2019-06-24,"Recurvaria ""glinax"" Hodges MS."
1786X,59a0704.9,Recurvaria n. sp.,2019-07-17,"Recurvaria ""glinax"" Hodges MS."
1786X,59a0704.9,Recurvaria n. sp.,2019-08-14,"Recurvaria ""glinax"" Hodges MS."
1786X,59a0704.9,Recurvaria n. sp.,2019-09-12,"Recurvaria ""glinax"" Hodges MS."
1786X,59a0704.9,Recurvaria n. sp.,2019-09-25,"Recurvaria ""glinax"" Hodges MS."
1838,59a0705.85,"""Exoteleia"" graphicella (Busck)",2019-06-10,Exoteleia graphicella (Busck)
