hodges_list,p_no,preferred_name,date,verbatim_name
337.1,300103.1,Acrolophid n. gen. (nr. Amydria) n. sp.,1993-06-30,"Acrolophid n. gen., n. sp."
337.1,300103.1,Acrolophid n. gen. (nr. Amydria) n. sp.,1993-07-20,"Acrolophid n. gen., n. sp."
337.1,300103.1,Acrolophid n. gen. (nr. Amydria) n. sp.,1993-08-22,"Acrolophid n. gen., n. sp."
337.1,300103.1,Acrolophid n. gen. (nr. Amydria) n. sp.,1993-09-03,"Acrolophid n. gen., n. sp."
337.1,300103.1,Acrolophid n. gen. (nr. Amydria) n. sp.,1993-09-25,"Acrolophid n. gen., n. sp."
357,300075.5,Acrolophus kearfotti (Dyar),1993-07-20,Acrolophus kearfotti (Dyar)
359,300079,Acrolophus laticapitana (Walsingham),1993-06-30,Acrolophus laticapitanus (Wlsm.)
359,300079,Acrolophus laticapitana (Walsingham),1993-07-20,Acrolophus laticapitanus (Wlsm.)
359,300079,Acrolophus laticapitana (Walsingham),1993-08-22,Acrolophus laticapitanus (Wlsm.)
581B,NA,Bucculatrix sp. 1 (white w/ocher bands),1993-05-22,Bucculatrix sp. 1 (white w/ocher bands)
550,33a0070,Buccuclatrix albertiella Busck or similar species,1993-07-20,Bucculatrix sp. 2 (albertiella?)
550,33a0070,Buccuclatrix albertiella Busck or similar species,1993-08-22,Bucculatrix sp. 2 (albertiella?)
550,33a0070,Buccuclatrix albertiella Busck or similar species,1993-09-03,Bucculatrix sp. 2 (albertiella?)
697A,NA,Acrocercops sp. (host: Quercus),1993-06-30,Acrocercops sp. (Quercus sp.)
872,59a0084,Agonopterix sabulella (Walsingham),1993-08-22,Agonopterix sabulella (Wlsm.)
896,59a0109,Agonopterix posticella (Walsingham),1993-06-14,Agonopterix posticella (Wlsm.)
979,59a0186,Ethmia arctostaphylella (Walsingham),1993-03-22,Ethmia arctostaphylella (Wlsm.)
979,59a0186,Ethmia arctostaphylella (Walsingham),1993-06-30,Ethmia arctostaphylella (Wlsm.)
979,59a0186,Ethmia arctostaphylella (Walsingham),1993-08-22,Ethmia arctostaphylella (Wlsm.)
979,59a0186,Ethmia arctostaphylella (Walsingham),1993-09-03,Ethmia arctostaphylella (Wlsm.)
980,59a0187,Ethmia discostrigella (Chambers),1993-03-22,Ethmia discostrigella (Cham.)
980,59a0187,Ethmia discostrigella (Chambers),1993-04-29,Ethmia discostrigella (Cham.)
980,59a0187,Ethmia discostrigella (Chambers),1993-07-20,Ethmia discostrigella (Cham.)
980,59a0187,Ethmia discostrigella (Chambers),1993-08-22,Ethmia discostrigella (Cham.)
980,59a0187,Ethmia discostrigella (Chambers),1993-09-03,Ethmia discostrigella (Cham.)
1061,59a0057,Borkhausenia nefrax Hodges,1993-10-27,Borkhausenia nefrax Hodges
1133,59a0006,Symmoca signatella (Herrich-Schäffer),1993-06-14,Symmoca signatella (H.-S.)
1289,59a1510.1,Coleophora accordella Walsingham,1993-05-22,Coleophora accordella Wlsm.
1289,59a1510.1,Coleophora accordella Walsingham,1993-07-20,Coleophora accordella Wlsm.
1259,59a1561.1,Coleophora discostriata Walsingham,1993-06-14,Coleophora discostriata Wlsm. (was sp. #2)
1259,59a1561.1,Coleophora discostriata Walsingham,1993-06-30,Coleophora discostriata Wlsm. (was sp. #2)
1259,59a1561.1,Coleophora discostriata Walsingham,1993-08-22,Coleophora discostriata Wlsm. (was sp. #2)
1259,59a1561.1,Coleophora discostriata Walsingham,1993-09-03,Coleophora discostriata Wlsm. (was sp. #2)
1398C,NA,"Coleophora sp. 3 (tan, white, brown streaked)",1993-05-22,"Coleophora sp. 3 (tan, white, brown streaked)"
1398E,NA,"Coleophora sp. 5 (small; white, tan)",1993-05-22,"Coleophora sp. 5 (small; white, tan)"
1302.0999999999999,NA,Coleophora n. sp. nr. granifera (was sp. 7),1993-04-29,Coleophora sp. 7 (brown & white; long palpi)
1398H,NA,"Coleophora sp. 8 (small, gray-brn, wh specks)",1993-05-22,"Coleophora sp. 8 (small, gray-brn, wh specks)"
1532,59a0418,Anoncia fasciata (Walsingham),1993-05-22,Anoncia fasciata (Wlsm.) or slales Hodges
1532,59a0418,Anoncia fasciata (Walsingham),1993-06-14,Anoncia fasciata (Wlsm.) or slales Hodges
1532,59a0418,Anoncia fasciata (Walsingham),1993-06-30,Anoncia fasciata (Wlsm.) or slales Hodges
1550,59a0436,Anoncia orites (Walsingham),1993-06-14,Anoncia orites Hodges
1550,59a0436,Anoncia orites (Walsingham),1993-06-30,Anoncia orites Hodges
1593,59a0299,Stilbosis dulcedo (Hodges),1993-08-22,Stilbosis dulcedo (Hodges)
1593,59a0299,Stilbosis dulcedo (Hodges),1993-09-03,Stilbosis dulcedo (Hodges)
1615,59a0321,Walshia miscecolorella (Chambers),1993-09-03,Walshia miscecolorella (Chambers)
1615,59a0321,Walshia miscecolorella (Chambers),1993-09-25,Walshia miscecolorella (Chambers)
1615,59a0321,Walshia miscecolorella (Chambers),1993-10-27,Walshia miscecolorella (Chambers)
1764B,59a0673.2,Aristotelia sp. 2,1993-06-30,Aristotelia ?adenostomae Keif. [sp. 2]
1764B,59a0673.2,Aristotelia sp. 2,1993-08-22,Aristotelia ?adenostomae Keif. [sp. 2]
1764B,59a0673.2,Aristotelia sp. 2,1993-09-03,Aristotelia ?adenostomae Keif. [sp. 2]
1764G,NA,Aristotelia sp. 7 (on Rhus),1993-06-14,Aristotelia sp. 7
1764G,NA,Aristotelia sp. 7 (on Rhus),1993-06-30,Aristotelia sp. 7
1764G,NA,Aristotelia sp. 7 (on Rhus),1993-07-20,Aristotelia sp. 7
1764G,NA,Aristotelia sp. 7 (on Rhus),1993-08-22,Aristotelia sp. 7
1769,59a1170.6,Agnippe laudatella (Walsingham),1993-08-22,Evippe laudatella (Wlsm.)
1769,59a1170.6,Agnippe laudatella (Walsingham),1993-09-03,Evippe laudatella (Wlsm.)
1769,59a1170.6,Agnippe laudatella (Walsingham),1993-09-25,Evippe laudatella (Wlsm.)
1786X,59a0704.9,Recurvaria n. sp.,1993-06-14,"Recurvaria ""glenax"" Hodges MS."
1786X,59a0704.9,Recurvaria n. sp.,1993-06-30,"Recurvaria ""glenax"" Hodges MS."
1786X,59a0704.9,Recurvaria n. sp.,1993-07-20,"Recurvaria ""glenax"" Hodges MS."
1786X,59a0704.9,Recurvaria n. sp.,1993-08-22,"Recurvaria ""glenax"" Hodges MS."
1786X,59a0704.9,Recurvaria n. sp.,1993-09-03,"Recurvaria ""glenax"" Hodges MS."
1833x,NA,Coleotechnites sp (host:  Heteromeles),1993-08-22,Coleotechnites sp (Heteromeles)
1838,59a0705.85,"""Exoteleia"" graphicella (Busck)",1993-05-22,Exotelia graphicella (Busck)
NA,NA,Leucogoniella californica or distincta,1993-08-22,Leucogoniella californica or distincta
NA,NA,Leucogoniella californica or distincta,1993-09-03,Leucogoniella californica or distincta
NA,NA,Leucogoniella californica or distincta,1993-09-25,Leucogoniella californica or distincta
1859,59a0691.9,Telphusa sedulitella (Busck),1993-05-22,Telphusa sedulitella (Bsk.)
1859,59a0691.9,Telphusa sedulitella (Busck),1993-06-14,Telphusa sedulitella (Bsk.)
1859,59a0691.9,Telphusa sedulitella (Busck),1993-07-20,Telphusa sedulitella (Bsk.)
1879,59a0792,Xenolechia querciphaga Keifer and/or similar species,1993-04-29,Xenolechia querciphaga Keif.
1879,59a0792,Xenolechia querciphaga Keifer and/or similar species,1993-05-22,Xenolechia querciphaga Keif.
1879,59a0792,Xenolechia querciphaga Keifer and/or similar species,1993-06-14,Xenolechia querciphaga Keif.
1880X,NA,"Xenolechia ""staspa"" Hodges MS.",1993-05-22,"Xenolechia ""staspa"" Hodges MS."
1923.1,59a0686,Bryotropha hodgesi Rutten & Karsholt,1993-06-14,"Bryotropha sp. (small, mottled gray)"
1923.1,59a0686,Bryotropha hodgesi Rutten & Karsholt,1993-06-30,"Bryotropha sp. (small, mottled gray)"
1923.1,59a0686,Bryotropha hodgesi Rutten & Karsholt,1993-07-20,"Bryotropha sp. (small, mottled gray)"
1923.1,59a0686,Bryotropha hodgesi Rutten & Karsholt,1993-09-03,"Bryotropha sp. (small, mottled gray)"
1923.1,59a0686,Bryotropha hodgesi Rutten & Karsholt,1993-09-25,"Bryotropha sp. (small, mottled gray)"
2017,59a1284,Scrobipalpula lutescella (Clarke),1993-07-20,Scrobipalpula lutescella (Clarke)
2017,59a1284,Scrobipalpula lutescella (Clarke),1993-09-25,Scrobipalpula lutescella (Clarke)
2047.1,59a1345,Keiferia elmorei (Keifer),1993-09-25,Keiferia elmorei Keif.
2065,59a1070,Chionodes braunella (Keifer),1993-09-25,Chionodes braunella (Keifer)
2085.1999999999998,59a0924,Chionodes johnstoni Clarke,1993-07-20,Chionodes johnstoni Clarke
2085.1999999999998,59a0924,Chionodes johnstoni Clarke,1993-08-22,Chionodes johnstoni Clarke
2085.1999999999998,59a0924,Chionodes johnstoni Clarke,1993-09-03,Chionodes johnstoni Clarke
2120,59a0974,Chionodes trichostola (Meyrick),1993-06-30,Chionodes trichostola (Meyr.)
2181A,NA,Filatima sp/spp. (brown & gray),1993-06-30,Filatima sp./spp. (brown and grey)
2181A,NA,Filatima sp/spp. (brown & gray),1993-07-20,Filatima sp./spp. (brown and grey)
2181A,NA,Filatima sp/spp. (brown & gray),1993-08-22,Filatima sp./spp. (brown and grey)
2181A,NA,Filatima sp/spp. (brown & gray),1993-09-03,Filatima sp./spp. (brown and grey)
2181A,NA,Filatima sp/spp. (brown & gray),1993-09-25,Filatima sp./spp. (brown and grey)
2186B,59a1155.2,"Aroga  sp. 2 (large, reddish brn, w.brn. spots and margin; alleriella-type genitalia)",1993-09-03,Aroga sp. 2 (reddish brown)
2186C,NA,"Aroga sp. 3 (small, brown)",1993-06-30,"Aroga sp. 3 (small, brown)"
2222A,59a0463.1,Aproaerema sp 1 (black),1993-06-14,"gelechiid sp. 1, small, black narrow wings"
2222A,59a0463.1,Aproaerema sp 1 (black),1993-06-30,"gelechiid sp. 1, small, black narrow wings"
2222A,59a0463.1,Aproaerema sp 1 (black),1993-09-25,"gelechiid sp. 1, small, black narrow wings"
2366,36a0180,Plutella xylostella (Linnaeus),1993-08-22,Plutella xylostella (L.)
2366,36a0180,Plutella xylostella (Linnaeus),1993-09-25,Plutella xylostella (L.)
2366,36a0180,Plutella xylostella (Linnaeus),1993-10-27,Plutella xylostella (L.)
2372,36a0147,Ypsolopha cervella (Walsingham),1993-05-22,Ypsolopha cervella (Wlsm.)
2372,36a0147,Ypsolopha cervella (Walsingham),1993-06-14,Ypsolopha cervella (Wlsm.)
2372,36a0147,Ypsolopha cervella (Walsingham),1993-06-30,Ypsolopha cervella (Wlsm.)
2427,36a0129,Zelleria haimbachi Busck,1993-06-14,Zelleria haimbachi Bsk.
2432,36a0133,Zelleria semitincta Meyrick,1993-07-20,"""Zelleria"" n. sp."
2432,36a0133,Zelleria semitincta Meyrick,1993-09-03,"""Zelleria"" n. sp."
2693b,53a0029c.,Prionoxystus robiniae mixtus Barnes & Benjamin,1993-05-22,Prionoxystus robiniae mixtus B. & Benj.
2738,51a0466,Endothenia hebesana (Walker),1993-05-22,Endothenia hebesana (Walker)
2738,51a0466,Endothenia hebesana (Walker),1993-08-22,Endothenia hebesana (Walker)
3141,51a0955.1,Pelochrista canana (Walsingham),1993-06-14,Pelochrista rorana (Kft.)
3228,51a1129,Gypsonoma salicicolana (Clemens),1993-05-22,Gypsonoma salicicolana (Clem.)
3256,51a1163,Pseudexentera habrosana (Heinrich),1993-02-24,Pseudexentera habrosana (Heinrich)
3256,51a1163,Pseudexentera habrosana (Heinrich),1993-03-22,Pseudexentera habrosana (Heinrich)
3350.1,51a1259,Epinotia signiferana Heinrich,1993-10-27,Epinotia signiferana Heinrich
3389,51a0679,Hystrichophora leonana Walsingham,1993-05-22,Hystrichophora leonana Wlsm.
3389,51a0679,Hystrichophora leonana Walsingham,1993-06-14,Hystrichophora leonana Wlsm.
3389,51a0679,Hystrichophora leonana Walsingham,1993-06-30,Hystrichophora leonana Wlsm.
3494,51a1383,Cydia latiferreana (Walsingham),1993-04-29,Cydia latiferreana (Wlsm.)
3494,51a1383,Cydia latiferreana (Walsingham),1993-06-14,Cydia latiferreana (Wlsm.)
3494,51a1383,Cydia latiferreana (Walsingham),1993-06-30,Cydia latiferreana (Wlsm.)
3494,51a1383,Cydia latiferreana (Walsingham),1993-07-20,Cydia latiferreana (Wlsm.)
3494,51a1383,Cydia latiferreana (Walsingham),1993-08-22,Cydia latiferreana (Wlsm.)
3494,51a1383,Cydia latiferreana (Walsingham),1993-09-03,Cydia latiferreana (Wlsm.)
3494,51a1383,Cydia latiferreana (Walsingham),1993-09-25,Cydia latiferreana (Wlsm.)
3560,51a0060,Acleris foliana (Wlsm.),1993-06-14,Acleris foliana (Wlsm.)
3574,51a0073,Decodes fragariana (Busck),1993-10-27,Decodes fragarianus (Bsk.)
3648,51a0323,Archips argyrospila (Walker),1993-04-29,Archips argyrospila columbiana (McD.)
3648,51a0323,Archips argyrospila (Walker),1993-05-22,Archips argyrospila columbiana (McD.)
3648,51a0323,Archips argyrospila (Walker),1993-06-14,Archips argyrospila columbiana (McD.)
3688,51a0364,Clepsis peritana (Clemens),1993-10-27,Ptycholoma peritana (Clem.)
3713,51a0407,Sparganothis tunicana (Walsingham),1993-06-14,Sparganothis tunicana (Wlsm.)
3714,51a0406,Sparganothis senecionana (Walsingham),1993-06-14,Sparganothis senecionana (Wlsm.)
3714,51a0406,Sparganothis senecionana (Walsingham),1993-06-30,Sparganothis senecionana (Wlsm.)
3736,51a0449,Platynota stultana Walsingham,1993-09-03,Platynota stultana Wlsm.
3749,51a0373,Amorbia cuneanum (Walsingham),1993-09-25,Amorbia cuneana (Wlsm.)
3801,51a0126.1,Henricus umbrabasana (Kearfott),1993-08-22,Henricus umbrabasana (Kft.)
4722,80a1375,Eudonia rectilinea (Zeller),1993-05-22,Eudonia rectilinea (Zell.)
4722,80a1375,Eudonia rectilinea (Zeller),1993-06-14,Eudonia rectilinea (Zell.)
4722,80a1375,Eudonia rectilinea (Zeller),1993-06-30,Eudonia rectilinea (Zell.)
4730,80a1383,Eudonia spenceri Munroe,1993-06-14,Eudonia spenceri Munroe
4735a,80a1388b,Eudonia echo gartrelli Munroe,1993-09-25,Eudonia echo gartrelli Munr.
4735a,80a1388b,Eudonia echo gartrelli Munroe,1993-10-27,Eudonia echo gartrelli Munr.
4775,80a1341,Petrophila jaliscalis (Schaus),1993-06-30,Petrophila jaliscalis (Schauss)
NA,NA,Petrophila jalicalis or confusalis (not det.),1993-06-30,Petrophila confusalis or jaliscalis (undetermined)
NA,NA,Petrophila jalicalis or confusalis (not det.),1993-07-20,Petrophila confusalis or jaliscalis (undetermined)
NA,NA,Petrophila jalicalis or confusalis (not det.),1993-08-22,Petrophila confusalis or jaliscalis (undetermined)
NA,NA,Petrophila jalicalis or confusalis (not det.),1993-09-03,Petrophila confusalis or jaliscalis (undetermined)
NA,NA,Petrophila jalicalis or confusalis (not det.),1993-09-25,Petrophila confusalis or jaliscalis (undetermined)
4976,80a0743,Achyra occidentalis (Packard),1993-06-14,Achyra occidentalis (Packard)
5019,80a0787,Pyrausta nexalis (Hulst),1993-09-25,Pyrausta nexalis (Hulst)
5030,80a0798,Pyrausta morenalis (Dyar),1993-04-29,Pyrausta ?morenalis (Dyar)
5030,80a0798,Pyrausta morenalis (Dyar),1993-05-22,Pyrausta ?morenalis (Dyar)
5052,80a0820,Pyrausta californicalis (Packard),1993-08-22,Pyrausta californicalis (Packard)
5080,80a0878,Udea profundalis (Packard),1993-04-29,Udea profundalis Pack.
5080,80a0878,Udea profundalis (Packard),1993-05-22,Udea profundalis Pack.
5107,80a0904,Lineodes integra (Zeller),1993-10-27,Lineodes integra (Zell.)
5129,80a0852,Choristostigma zephyralis (Barnes & McDunnough),1993-04-29,Choristostigma zephyralis (B. & McD.)
5132,80a0855,Choristostigma elegantalis Warren,1993-05-22,Choristostigma elegantalis Warr.
5132,80a0855,Choristostigma elegantalis Warren,1993-06-14,Choristostigma elegantalis Warr.
5137,80a1089,Mecyna mustelinalis (Packard),1993-06-14,Mecyna mustelinalis (Pack.)
5137,80a1089,Mecyna mustelinalis (Packard),1993-06-30,Mecyna mustelinalis (Pack.)
5139,80a1092,Mimorista subcostalis (Hampson),1993-07-20,Mimorista subcostalis (Hamp.)
5139,80a1092,Mimorista subcostalis (Hampson),1993-08-22,Mimorista subcostalis (Hamp.)
5567,80a0032,Arta epicoenalis Ragonot,1993-06-14,Arta epicoenalis Rag.
5567,80a0032,Arta epicoenalis Ragonot,1993-06-30,Arta epicoenalis Rag.
5655,80a0076,Acrobasis tricolorella Grote,1993-06-14,Acrobasis tricolorella Grote
5655,80a0076,Acrobasis tricolorella Grote,1993-06-30,Acrobasis tricolorella Grote
5655,80a0076,Acrobasis tricolorella Grote,1993-07-20,Acrobasis tricolorella Grote
5655,80a0076,Acrobasis tricolorella Grote,1993-08-22,Acrobasis tricolorella Grote
5655,80a0076,Acrobasis tricolorella Grote,1993-09-25,Acrobasis tricolorella Grote
5656,80a0077,Acrobasis comptella Ragonot,1993-06-14,Acrobasis comptella Rag.
5656,80a0077,Acrobasis comptella Ragonot,1993-08-22,Acrobasis comptella Rag.
5695,80a0112,Acrobasis caliginella (Hulst),1993-09-03,Trachycera caliginella (Hulst)
5720,80a0129,Myelopsis alatella (Hulst),1993-05-22,Myelopsis alatella (Hulst)
5777.1,80a0257,Quasisalebria occidentalis (Neunzig),1993-04-29,Salebriaria occidentalis Neunzig
5777.1,80a0257,Quasisalebria occidentalis (Neunzig),1993-06-14,Salebriaria occidentalis Neunzig
5777.1,80a0257,Quasisalebria occidentalis (Neunzig),1993-08-22,Salebriaria occidentalis Neunzig
5777.1,80a0257,Quasisalebria occidentalis (Neunzig),1993-09-03,Salebriaria occidentalis Neunzig
5816,80a0304,Phobus curvatella (Ragonot),1993-06-14,Phobus curvatellus (Rag.)
5816,80a0304,Phobus curvatella (Ragonot),1993-06-30,Phobus curvatellus (Rag.)
5817,80a0305,Phobus incertus Heinrich,1993-06-14,Phobus incertus Heinr.
NA,NA,"Phobus or Telethusia (one of the four species above, not identified)",1993-05-22,Phobus/Telethusia (unident.)
NA,NA,"Phobus or Telethusia (one of the four species above, not identified)",1993-06-14,Phobus/Telethusia (unident.)
NA,NA,"Phobus or Telethusia (one of the four species above, not identified)",1993-06-30,Phobus/Telethusia (unident.)
NA,NA,"Phobus or Telethusia (one of the four species above, not identified)",1993-07-20,Phobus/Telethusia (unident.)
5935,80a0548,Homoeosoma electella (Hulst),1993-08-22,Homeosoma electellum (Hulst)
5946.1,80a0571,Phycitodes mucidella (Ragonot),1993-08-22,Phycitodes albatella mucidella (Rag.)
5946.1,80a0571,Phycitodes mucidella (Ragonot),1993-09-03,Phycitodes albatella mucidella (Rag.)
5946.1,80a0571,Phycitodes mucidella (Ragonot),1993-09-25,Phycitodes albatella mucidella (Rag.)
5995,80a0138,Euzophera semifuneralis (Walker),1993-04-29,Euzophera semifuneralis (Wlk.)
5995,80a0138,Euzophera semifuneralis (Walker),1993-08-22,Euzophera semifuneralis (Wlk.)
5995,80a0138,Euzophera semifuneralis (Walker),1993-09-25,Euzophera semifuneralis (Wlk.)
6000,80a0146,Ephestiodes gilvescentella Ragonot,1993-04-29,Ephestiodes gilvescentella Rag.
6000,80a0146,Ephestiodes gilvescentella Ragonot,1993-05-22,Ephestiodes gilvescentella Rag.
6000,80a0146,Ephestiodes gilvescentella Ragonot,1993-06-14,Ephestiodes gilvescentella Rag.
6000,80a0146,Ephestiodes gilvescentella Ragonot,1993-06-30,Ephestiodes gilvescentella Rag.
6000,80a0146,Ephestiodes gilvescentella Ragonot,1993-08-22,Ephestiodes gilvescentella Rag.
6000,80a0146,Ephestiodes gilvescentella Ragonot,1993-09-03,Ephestiodes gilvescentella Rag.
6000,80a0146,Ephestiodes gilvescentella Ragonot,1993-09-25,Ephestiodes gilvescentella Rag.
6007.1,80a0164,Vitula serratilineella Ragonot,1993-04-29,Vitula edmandsii bombylicolella Amsel
6007.1,80a0164,Vitula serratilineella Ragonot,1993-09-03,Vitula edmandsii bombylicolella Amsel
6020,80a0183,Ephestia kuehniella Zeller,1993-04-29,Ephestia kuehniella Zeller
6107,63a0012,Gilmeria pallidactyla (Haworth),1993-04-29,Platyptilia pallidactyla (Haw.)
6301,91a0740,Macaria guenearia (Packard),1993-06-14,Itame guenearia (Pack.)
6301,91a0740,Macaria guenearia (Packard),1993-06-30,Itame guenearia (Pack.)
6301,91a0740,Macaria guenearia (Packard),1993-07-20,Itame guenearia (Pack.)
6380,91a0774,Digrammia californiaria (Packard),1993-06-30,Semiothisa californiaria (Packard)
6380,91a0774,Digrammia californiaria (Packard),1993-07-20,Semiothisa californiaria (Packard)
6380,91a0774,Digrammia californiaria (Packard),1993-09-03,Semiothisa californiaria (Packard)
6380,91a0774,Digrammia californiaria (Packard),1993-09-25,Semiothisa californiaria (Packard)
6396,91a0817,Digrammia neptaria (Guenée),1993-09-03,Semiothisa neptaria (Guenee)
6431,91a1046,Hesperumia sulphuraria Packard,1993-05-22,Hesperumia sulphuraria Packard
6431,91a1046,Hesperumia sulphuraria Packard,1993-06-14,Hesperumia sulphuraria Packard
6433,911048,Hesperumia latipennis (Hulst),1993-05-22,Hesperumia latipennis (Hulst)
6435,91a1051,Neoalcis californiaria (Packard),1993-10-27,Neoalcis californiaria (Packard)
6566,91a0966,Pterotaea albescens McDunnough,1993-06-14,Pterotaea albescens McD.
6568,91a0968,Pterotaea cariosa (Hulst),1993-06-30,Pterotaea cariosa (Hulst)
6568,91a0968,Pterotaea cariosa (Hulst),1993-07-20,Pterotaea cariosa (Hulst)
6575,91a0975,Iridopsis clivinaria (Guenée),1993-06-14,Anacamptodes clivinaria (Guenee)
6575,91a0975,Iridopsis clivinaria (Guenée),1993-06-30,Anacamptodes clivinaria (Guenee)
6593,91a0994,Anavitrinella ocularia (Barnes & McDunnough) and/or A. pampinaria (Guenée),1993-09-03,Anavitrinella ocularia (B. & McD.)
6593,91a0994,Anavitrinella ocularia (Barnes & McDunnough) and/or A. pampinaria (Guenée),1993-09-25,Anavitrinella ocularia (B. & McD.)
NA,NA,"Sericosema (one of the 4 species above, not identified)",1993-06-30,Sericosema sp. not determined
6681,91a1091,Eudrepanulatrix rectifascia (Hulst),1993-04-29,Eudrepanulatrix rectifascia (Hulst)
6681,91a1091,Eudrepanulatrix rectifascia (Hulst),1993-06-30,Eudrepanulatrix rectifascia (Hulst)
6681,91a1091,Eudrepanulatrix rectifascia (Hulst),1993-07-20,Eudrepanulatrix rectifascia (Hulst)
6681,91a1091,Eudrepanulatrix rectifascia (Hulst),1993-08-22,Eudrepanulatrix rectifascia (Hulst)
6681,91a1091,Eudrepanulatrix rectifascia (Hulst),1993-10-27,Eudrepanulatrix rectifascia (Hulst)
6688,91a1099,Drepanulatrix carnearia (Hulst),1993-03-22,Drepanulatrix carnearia (Hulst)
6688,91a1099,Drepanulatrix carnearia (Hulst),1993-07-20,Drepanulatrix carnearia (Hulst)
6688,91a1099,Drepanulatrix carnearia (Hulst),1993-09-03,Drepanulatrix carnearia (Hulst)
6688,91a1099,Drepanulatrix carnearia (Hulst),1993-09-25,Drepanulatrix carnearia (Hulst)
6688,91a1099,Drepanulatrix carnearia (Hulst),1993-10-27,Drepanulatrix carnearia (Hulst)
6689,91a1100,Drepanulatrix falcataria (Packard),1993-02-24,Drepanulatrix falcataria (Packard)
6689,91a1100,Drepanulatrix falcataria (Packard),1993-03-22,Drepanulatrix falcataria (Packard)
6692,91a1103,Drepanulatrix monicaria (Guenée),1993-06-30,Drepanulatrix monicaria (Guene)
6730,91a1210,Euchlaena mollisaria (Hulst),1993-07-20,Echlaena mollisaria (Hulst)
6730,91a1210,Euchlaena mollisaria (Hulst),1993-09-03,Echlaena mollisaria (Hulst)
6757,91a1244,Pero mizon Rindge,1993-09-03,Pero mizon (Rindge)
6757,91a1244,Pero mizon Rindge,1993-09-25,Pero mizon (Rindge)
6774,91a1262,Aethaloida packardaria (Hulst),1993-06-14,Aethaloida packardaria (Hulst)
6774,91a1262,Aethaloida packardaria (Hulst),1993-07-20,Aethaloida packardaria (Hulst)
6816,91a1172,Slossonia rubrotincta Hulst,1993-06-14,Slossonia rubrotincta Hulst
6816,91a1172,Slossonia rubrotincta Hulst,1993-06-30,Slossonia rubrotincta Hulst
6816,91a1172,Slossonia rubrotincta Hulst,1993-07-20,Slossonia rubrotincta Hulst
6952,91a1333,Pherne subpunctata (Hulst) and other Pherne spp.?,1993-03-22,Pherne parallelia (Packard)
6952,91a1333,Pherne subpunctata (Hulst) and other Pherne spp.?,1993-09-25,Pherne parallelia (Packard)
NA,NA,"Tetracis (one of the three species above, not identified)",1993-10-27,Tetracis sp. (not identified)
6977,91a1436,Prochoerodes truxaliata (Guenée),1993-04-29,Prochroedes truxaliata (Gn.)
7016,91a0604,Nemoria pulcherrima (Barnes & McDunnough),1993-02-24,Nemoria pulcherrima (B. & McD.)
7055,91a0643,Dichorda illustraria (Hulst),1993-09-03,Dichorda illustraria (Hulst)
7055,91a0643,Dichorda illustraria (Hulst),1993-09-25,Dichorda illustraria (Hulst)
7058b,91a0645c,Synchlora aerata liquoraria Guenée,1993-06-30,Synchlora aerata liquoraria Guenee
7058b,91a0645c,Synchlora aerata liquoraria Guenée,1993-08-22,Synchlora aerata liquoraria Guenee
7058b,91a0645c,Synchlora aerata liquoraria Guenée,1993-09-03,Synchlora aerata liquoraria Guenee
7058b,91a0645c,Synchlora aerata liquoraria Guenée,1993-09-25,Synchlora aerata liquoraria Guenee
7102,91a0052,Idaea bonifata (Hulst),1993-06-30,Idaea bonifata (Hulst)
7114,91a0067,Idaea demissaria (Hübner),1993-07-20,Idaea eremiata (Hulst)
7195,91a0369,Dysstroma mancipata (Guenée),1993-05-22,Dysstroma mancipata hulstata (Taylor)
7195,91a0369,Dysstroma mancipata (Guenée),1993-06-14,Dysstroma mancipata hulstata (Taylor)
7210,91a0385,Antepirrhoe semiatrata (Hulst),1993-04-29,Eustroma semiatrata (Hulst)
7210,91a0385,Antepirrhoe semiatrata (Hulst),1993-06-30,Eustroma semiatrata (Hulst)
7276,91a0523,Hydriomena nubilofasciata (Packard),1993-02-24,Hydriomena nubilofasciata (Packard)
7287,91a0348,Triphosa californiata (Packard),1993-03-22,Triphosa californiata (Packard)
7312,91a0463,Spargania magnoliata Guenée,1993-06-14,Spargania magnoliata quadripunctata (Pack.)
7312,91a0463,Spargania magnoliata Guenée,1993-06-30,Spargania magnoliata quadripunctata (Pack.)
7312,91a0463,Spargania magnoliata Guenée,1993-08-22,Spargania magnoliata quadripunctata (Pack.)
7325,91a0584,"""Perizoma"" costiguttata (Hulst)",1993-05-22,Perizoma costiguttatta (Hulst)
7337,91a0550,Stamnodes affiliata Pearsall,1993-10-27,Stamnodes affiliata Pears.
7406,91a0450,Zenophleps lignocolorata (Packard),1993-03-22,Zenophleps lignocolorata (Packard)
7406,91a0450,Zenophleps lignocolorata (Packard),1993-04-29,Zenophleps lignocolorata (Packard)
7406,91a0450,Zenophleps lignocolorata (Packard),1993-10-27,Zenophleps lignocolorata (Packard)
7414,91a0446,Orthonama obstipata (Fabricius),1993-09-25,Orthonama obstipata (F.)
7426,91a0141,Nomenia duodecemlineata (Packard),1993-02-24,Venusia duodecemlineata (Packard)
7426,91a0141,Nomenia duodecemlineata (Packard),1993-03-22,Venusia duodecemlineata (Packard)
7429,91a0145,Nomenia pearsalli (Dyar),1993-02-24,Venusia pearsalli (Dyar)
7460,91a0166,Eupithecia maestosa (Hulst),1993-08-22,Eupithecia ?maestosa (Hulst)
